,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
286,2022,Vidensråd for Forebyggelse,90.000 DKK,Explainer om nikotin- Nikotin og helbred hos børn og unge,Vidensråd for Forebyggelse,NA,SEC - Science Education & Communication
287,2022,The Royal Danish Academy of Sciences and Letters,3.500.000 DKK,IND I VIDENSKABEN - en fejring af videnskabens værdier,Marie Louise Nosch,PROFESSOR,SEC - Science Education & Communication
288,2022,Mental Health Services in the Region Zealand,1.639.152 DKK,Tidlig psykiatri. Materialesamling til bachelorstudiet,Sidse Arnfred,CLINICAL PROFESSOR,SEC - Science Education & Communication
289,2022,Dagbladet Information,2.645.000 DKK,Ph.d. Cup 2023,Maja Find,PROJECT DIRECTOR,SEC - Science Education & Communication
290,2022,UNLEASH,1.500.000 DKK,UNLEASH India: Mental Health Track,Kristian Kampmann,PROGRAM DIRECTOR,SEC - Science Education & Communication
291,2022,Rigshospitalet,68.500 DKK,The Lundbeck Rwanda-Denmark Neurosurgical Fellowship,Kåre Fugleholm,CONSULTANT DOCTOR,SEC - Science Education & Communication
292,2022,FADLs Vagtbureau,895.000 DKK,Udvikling af kursus om psykiatri og undervisningsmateriale hertil,Claus Hovej,DIRECTOR,SEC - Science Education & Communication
293,2022,Akademiet for Talentfulde Unge,54.400 DKK,Åbent Akademi: Tema om Hjerneforskning,Signe Christensen-Dalsgaard,PROGRAM DIRECTOR,SEC - Science Education & Communication
294,2022,University of Copenhagen,100.000 DKK,Scientific Enrichment Prize,Anja Groth,PROFESSOR,Scientific Enrichment Prize
295,2022,Amager and Hvidovre Hospital,500.000 DKK,REtaining Female RESearcH talent at DRCMR: Supporting successful transition to senior research roles,Kathrine Skak Madsen,SENIOR RESEARCHER,Diversity Call
296,2022,Technical University of Denmark,500.000 DKK,Developing and maintain a diverse culture in a rapidly changing research section,Maria Svendsmark Hansen,CENTER COORDINATOR,Diversity Call
297,2022,DANDRITE - Aarhus University,5.000.000 DKK,Parkinson's,Lasse Reimer,POSTDOC,Frontier Grant
298,2021,Aalborg University,,DARE Fellowship: Blodsukkermålinger hos børn med diabetes,Mette Krabsmark Borbjerg,NA,
299,2021,Aalborg University,,DARE Fellowship: Immunfunktionen hos lymfekræftpatienter,Freja Tang Severinsen,NA,
300,2021,Aalborg University,,DARE Fellowship: Immunfunktionen hos lymfekræftpatienter,Freja Tang Severinsen,NA,
301,2021,Aarhus University,,DARE Fellowship: På sporet af en udviklingshæmning,Line Louise Jensen,NA,
302,2021,University of Copenhagen,,DARE Fellowship: Faktorer som udløser autoimmune sygdomme,Mustafa Ghanizada,NA,
303,2021,University of Copenhagen,1.990.900 DKK,Revealing the network pattern of pain signaling in the spinal cord,Kenneth Lindegaard Madsen,ASSOCIATE PROFESSOR,Experiment
304,2021,Technical University of Denmark,1.999.292 DKK,TREAT: Light Driven Nanodrug Transport in the Eye,Andrew Urquhart,ASSOCIATE PROFESSOR,Experiment
305,2021,University of Copenhagen,2.000.000 DKK,Dissecting the role of astrocytes in behavioral responses to visual threat,Rune Nguyen Rasmussen,POSTDOC,Experiment
306,2021,University of Copenhagen,2.000.000 DKK,From desert plant to novel mode of action: Potentiator of dopamine uptake is key to new treatments,Laura Mikél McNair,POSTDOC,Experiment
307,2021,University of Copenhagen,1.997.705 DKK,Increasing cell survival and accelerating cell maturation in dopamine progenitor therapies,Matthias Herth,ASSOCIATE PROFESSOR,Experiment
308,2021,University of Copenhagen,2.000.000 DKK,Totipotency in extra-embryonic endoderm: Can a yolk-sac and placenta support tissue make an embryo?,Joshua Mark Brickman,PROFESSOR,Experiment
309,2021,Technical University of Denmark,2.000.000 DKK,A novel platform based on smart wearable system for management of epilepsy,Ying Gu,POSTDOC,Experiment
310,2021,Amager and Hvidovre Hospital,2.000.000 DKK,Chemogenetic modulation of inhibitory processes to study the neurometabolic coupling,Nathalie Just,SENIOR RESEARCHER,Experiment
311,2021,Bispebjerg and Frederiksberg Hospital,1.799.726 DKK,Dating protein-aggregates in neurodegenerative diseases,Sanne Simone Kaalund,SENIOR RESEARCHER,Experiment
312,2021,University of Copenhagen,1.999.968 DKK,“ReBoot”: Normalizing Gut Microbiome-Brain-communication in Anorexia using Fecal Matter Transplants,Kenneth Barfod,POSTDOC,Experiment
313,2021,Aarhus University,1.992.534 DKK,Regulating Sortilin shedding through a novel molecular switch with relevance to Alzheimer’s disease,Heidi Kaastrup Müller,ASSOCIATE PROFESSOR,Experiment
314,2021,University of Southern Denmark,1.644.060 DKK,Towards universal immunodiagnosis via machine learning on multi-omics data,Veit Schwämmle,ASSOCIATE PROFESSOR,Experiment
315,2021,University of Copenhagen,1.988.774 DKK,Profiling chromatin interactions in activated neurons by CasDam,Robert Krautz,POSTDOC,Experiment
316,2021,University of Copenhagen,2.000.000 DKK,Causality in Ataxia-telangiectasia: Decoding ATM variants with new CRISPR technology,Claus Storgaard Sørensen,ASSOCIATE PROFESSOR,Experiment
317,2021,Aarhus University,1.997.000 DKK,Discovery of trait-associated molecular signatures for precision psychiatry using deep phenotyping,Per Qvist,ASSISTANT PROFESSOR,Experiment
318,2021,University of Copenhagen,1.999.173 DKK,FGF21 – A liver secreted regulator of abuse disorders,Peter Aldiss,POSTDOC,Experiment
319,2021,University of Southern Denmark,2.000.000 DKK,Can fetal cells repair the maternal central nervous system?,Anouk Benmamar-Badel,POSTDOC,Experiment
320,2021,University of Copenhagen,1.996.877 DKK,A breakdown in communication: Do motoneurons and microglia need therapy in motor neurone disease?,Claire Meehan,ASSOCIATE PROFESSOR,Experiment
321,2021,Aarhus University,1.994.850 DKK,A novel protein-based technology for transport across the blood-brain barrier,Christian Brix Folsted Andersen,ASSOCIATE PROFESSOR,Experiment
322,2021,University of Copenhagen,2.000.000 DKK,Using neurotropic RNA viruses to discover novel mechanisms of gene expression regulation,Nicolas Fossat,ASSISTANT PROFESSOR,Experiment
323,2021,University of Copenhagen,1.514.541 DKK,Quantum Simulation of Molecular Dynamics on a Nanophotonic Chip,Sofie Lindskov Hansen,POSTDOC,Experiment
324,2021,University of Southern Denmark,2.000.000 DKK,Rapid generation of synthetic cell type-specific viral drivers with single cell sequencing,Søren Fisker Schmidt,ASSISTANT PROFESSOR,Experiment
325,2021,University of Copenhagen,1.999.968 DKK,“ReBoot”: Normalizing Gut Microbiome-Brain-communication in Anorexia using Fecal Matter Transplants,Kenneth Barfod,POSTDOC,Experiment
326,2021,Aarhus University,1.992.534 DKK,Regulating Sortilin shedding through a novel molecular switch with relevance to Alzheimer’s disease,Heidi Kaastrup Müller,ASSOCIATE PROFESSOR,Experiment
327,2021,University of Southern Denmark,1.644.060 DKK,Towards universal immunodiagnosis via machine learning on multi-omics data,Veit Schwämmle,ASSOCIATE PROFESSOR,Experiment
328,2021,University of Copenhagen,1.988.774 DKK,Profiling chromatin interactions in activated neurons by CasDam,Robert Krautz,POSTDOC,Experiment
329,2021,University of Copenhagen,1.599.854 DKK,From birds to humans: how vocal learning can resolve the genetics and evolution of human language,Chiara Bortoluzzi,POST DOC,Postdocs
330,2021,Technical University of Denmark,2.399.816 DKK,Ubiquitin-dependent mTOR signalling: novel mechanisms connecting inflammation and metabolism,Sabiha Jahan Akhee,POST DOC,Postdocs
331,2021,Odense Universitetshospital,2.263.800 DKK,A brain reparatory network defined by integrative single-cell omics: FoxF2 signaling in astrocytes,Maria Louise Elkjær,POST DOC,Postdocs
332,2021,University of Copenhagen,2.400.000 DKK,Basal Ganglia-Spinal Cord Pathway for Locomotor Asymmetries,Jared Cregg,POST DOC,Postdocs
333,2021,University of Copenhagen,2.500.000 DKK,Evolution of anti-CRISPR strategies: extending immune evasion paradigms,Rafael Pinilla,POST DOC,Postdocs
334,2021,Danish Cancer Society,2.400.000 DKK,Does ribosomal DNA instability cause ribosome biogenesis defects and neurological disorders?,Blanca Nieto Bernáldez,POST DOC,Postdocs
335,2021,Technical University of Denmark,2.400.000 DKK,Identifying molecular circuits to improve T cell efficacy in immunotherapy by applying CRISPR/Cas9,Kristoffer Haurum Johansen,PHD STUDENT,Postdocs
336,2021,University of Copenhagen,2.500.000 DKK,Direct in vivo reprogramming of resident human glial cells into midbrain dopaminergic neurons,Mette Habekost,POST DOC,Postdocs
337,2021,Amager & Hvidovre Hospital,1.060.009 DKK,Precision mapping of gray matter demyelination in primary progressive multiple sclerosis with 7T MRI,Vanessa Wiggermann,POST DOC,Postdocs
338,2021,Technical University of Denmark,1.599.132 DKK,iNKT cell-based cancer immunotherapy – a synthetic toolbox for developing novel cancer vaccines,Cecilia Romanò,POST DOC,Postdocs
339,2021,University of Copenhagen,1.200.000 DKK,Evaluating the role of sphinganine in GLP-1 secretion (‘SPHINGS’),Mark Smits,POST DOC,Postdocs
340,2021,University of Copenhagen,2.394.379 DKK,Origins of genome instability and gross chromosomal rearrangements in human preimplantation embryos,Jason Halliwell,POST DOC,Postdocs
341,2021,Technical University of Denmark,2.399.711 DKK,Personalizing Psychotherapy for Depression through Digital Phenotyping,Darius Adam Rohani,POST DOC,Postdocs
342,2021,Technical University of Denmark,2.400.000 DKK,Learning the Content and Style of Brain Responses,Alexander Neergaard Olesen,RESEARCHER,Postdocs
343,2021,Aarhus University,1.600.000 DKK,Anabolic resistance and the role of abnormal nuclei positioning in congestive heart failure patients,Kamil Kobak,PHD STUDENT,Postdocs
344,2021,University of Copenhagen,2.599.789 DKK,Molecular structures of retinal neuron signaling by cryo-ET,Milena Timcenko,POST DOC,Postdocs
345,2021,Aarhus University,2.498.119 DKK,Mechanistic investigations of complement component C4A in development of Schizophrenia,Henrik Pedersen,PHD STUDENT,Postdocs
346,2021,University of Copenhagen,1.245.935 DKK,Rewiring physiological and impaired repair of DNA double-strand breaks,Sinan Kilic,POST DOC,Postdocs
347,2021,Aarhus University,2.396.558 DKK,Computational modelling of the human brain lipidome,Christian Jorgensen,POST DOC,Postdocs
348,2021,University of Copenhagen,1.638.928 DKK,The Impact of Lysine Demethylase (KDM) Families 3 and 5 in Epi-therapy Sensitive Bile Duct Cancers,Yuewan Luo,POST DOC,Postdocs
349,2021,University of Copenhagen,2.329.030 DKK,Genome-wide CRISPR/Cas9 screen in intestinal organoids to dissect mechanisms of regeneration,Daniela Mayer,POST DOC,Postdocs
350,2021,Amager & Hvidovre Hospital,1.060.009 DKK,Precision mapping of gray matter demyelination in primary progressive multiple sclerosis with 7T MRI,Vanessa Wiggermann,POST DOC,Postdocs
351,2021,Technical University of Denmark,1.599.132 DKK,iNKT cell-based cancer immunotherapy – a synthetic toolbox for developing novel cancer vaccines,Cecilia Romanò,POST DOC,Postdocs
352,2021,University of Copenhagen,1.200.000 DKK,Evaluating the role of sphinganine in GLP-1 secretion (‘SPHINGS’),Mark Smits,POST DOC,Postdocs
353,2021,University of Copenhagen,2.394.379 DKK,Origins of genome instability and gross chromosomal rearrangements in human preimplantation embryos,Jason Halliwell,POST DOC,Postdocs
354,2021,Technical University of Denmark,2.399.711 DKK,Personalizing Psychotherapy for Depression through Digital Phenotyping,Darius Adam Rohani,POST DOC,Postdocs
355,2021,University of Southern Denmark,2.376.000 DKK,A Little Bird Told Me - Establishing Songbirds as a Behavioral Model for Regenerated Hearing,Tommi Anttonen,POST DOC,Postdocs
356,2021,University of Copenhagen,2.400.000 DKK,Linear Ub deubiquitinases in Tregs (LinDeT),John Rizk,POST DOC,Postdocs
357,2021,University of Southern Denmark,2.290.200 DKK,Bloodstream infections in kidney patients: Influence of reduced immunoactivity upon hemodialysis,Katrine Pilely,RESEARCHER,Postdocs
358,2021,University of Copenhagen,2.006.720 DKK,Repair and regulation in DNA damage response,Mathias Luidor Heltberg,POST DOC,Postdocs
359,2021,Aarhus University,2.400.000 DKK,The development of cell-type-specific synaptic convergence in the mouse retina-brain pathway,Haruka Yamamoto,POST DOC,Postdocs
360,2021,University of Copenhagen,1.998.129 DKK,Unraveling the potential of nutrient amino acid transporters as new drug targets,Stefanie Kickinger,POST DOC,Postdocs
361,2021,Bispebjerg & Frederiksberg Hospital,2.350.000 DKK,Effects of compromised circadian rhythm on the incidence and development of lung cancer,Elisabeth Anne Adanma Obara,POST DOC,Postdocs
362,2021,Rigshospitalet,10.000.000 DKK,Sensory Biology - NeXcites,Kristian Agmund Haanes,SENIOR RESEARCHER,Fellowship
363,2021,University of Copenhagen,10.000.000 DKK,Embryo and its environment: how metabolism shapes epigenome for development and life after birth?,Jan Zylicz,ASSOCIATE PROFESSOR,Fellowship
364,2021,University of Copenhagen,10.000.000 DKK,Novel methods to prevent prosthetic joint infection (PJI) - NoMorePJI,Louise Kruse Jensen,ASSOCIATE PROFESSOR,Fellowship
365,2021,Copenhagen University,10.000.000 DKK,From hypertension to dementia - Unraveling the hidden links with novel translational imaging,Dmitry Postnov,POSTDOC,Fellowship
366,2021,University of Copenhagen,10.000.000 DKK,Microvessels: from cellular mechanisms to intervention strategies in brain ischemic stroke,Changsi Cai,ASSISTANT PROFESSOR,Fellowship
367,2021,Aarhus University,10.000.000 DKK,InfoMetrics: Informative Metrics for a Better Understanding of Mental Health,Oleguer Plana-Ripoll,SENIOR RESEARCHER,Fellowship
368,2021,Syddansk Universitet,10.000.000 DKK,Metabolic regulation of mammalian DNA replication,Kumar Somyajit,ASSISTANT PROFESSOR,Fellowship
369,2021,Aarhus University,36.175.638 DKK,Translational Neuroscience: Unlocking Precision Medicine in Pain,Nanna Brix Finnerup,PROFESSOR,Professorships
370,2021,Rigshospitalet,14.851.881 DKK,Personalized Meningioma Management,Tiit Mathiesen,CLINICAL PROFESSOR,Professorships
371,2021,Aarhus University,29.984.864 DKK,Interdisciplinary studies of Lewy Body disorders – one disease or many,Per Borghammer,CLINICAL PROFESSOR,Professorships
372,2021,University of Copenhagen,39.998.935 DKK,"Rethinking dopamine: linking transmitter dynamics to nanoarchitecture, ensembles and disease",Ulrik Gether,PROFESSOR,Professorships
373,2021,Aarhus University,28.232.501 DKK,Novel mechanisms in immune responses to viral brain infections and disturbance of homeostasis,Søren Riis Paludan,PROFESSOR,Professorships
374,2021,University of Copenhagen,28.717.253 DKK,"Mitochondrial DNA Damage: A Key Mechanism in Aging, Parkinsonian Disorders, and Dementia (MitoDAMP)",Shohreh Issazadeh-Navikas,PROFESSOR,Professorships
375,2021,Aarhus University Hospital,300.000 DKK,En pålidelig og virksom tarmbakterietransplantation,Simon Mark Dahl Baunwall,PHD STUDENT,Talent Prize
376,2021,Rigshospitalet,300.000 DKK,Langvarige følger af en hjernerystelse,Håkan Ashina,PHD STUDENT,Talent Prize
377,2021,University of Copenhagen,300.000 DKK,Hun studerer et helt centralt tarmhormon,Lærke Smidt Gasbjerg,POSTDOC,Talent Prize
378,2021,Aarhus University Hospital,300.000 DKK,Hun jagter en mere præcis Parkinsons-diagnose,Tatyana Fedorova,PHD STUDENT,Talent Prize
379,2021,Herlev & Gentofte Hospital,300.000 DKK,Han kigger på hjertets cyklus,Philip Brainin,POSTDOC,Talent Prize
380,2021,Lund University,2.500.000 DKK,Lars Edvinsson,Lars Edvinsson,PROFESSOR,The Brain Prize
381,2021,Harvard Medical School,2.500.000 DKK,Michael A. Moskowitz,Michael A. Moskowitz,PROFESSOR,The Brain Prize
382,2021,"University of California, King's College London",2.500.000 DKK,Peter Goadsby,Peter Goadsby,PROFESSOR AND DIRECTOR,The Brain Prize
383,2021,"University of Copenhagen, Rigshospitalet Glostrup",2.500.000 DKK,Jes Olesen,Jes Olesen,PROFESSOR AND CHIEF PHYSICIAN,The Brain Prize
384,2021,Rigshospitalet,1.000.000 DKK,Prisen går til en mand med speciale i hjerteklapper,Emil Fosbøl,DOCTOR,Young Investigator Prize
385,2021,Rigshospitalet,4.985.000 DKK,"Lyme neuroborreliosis: Studies on pathogenesis, clinical aspects and new diagnostic methods",Anne-Mette Lebech,ASSOCIATE PROFESSOR,Ascending Investigators
386,2021,Technical University of Denmark,4.999.983 DKK,The stability of disease-related protein aggregates and their clearance - STADIC,Alexander Buell,PROFESSOR,Ascending Investigators
387,2021,University of Copenhagen,5.000.000 DKK,A new theory of the neural mechanisms behind movement,Rune Berg,ASSOCIATE PROFESSOR,Ascending Investigators
388,2021,University of Copenhagen,5.000.000 DKK,Targeting oxidative stress in the brain with Keap1 prodrugs cleavable by reactive oxygen species,Anders Bach,ASSOCIATE PROFESSOR,Ascending Investigators
389,2021,Technical University of Denmark,4.999.999 DKK,The importance of neonatal life for the development of neuroinflammation,Vasileios Bekiaris,ASSOCIATE PROFESSOR,Ascending Investigators
390,2021,University of Southern Denmark,5.038.000 DKK,Tracking cholesterol and oxysterol transport pathways across the blood-brain barrier,Daniel Wüstner,ASSOCIATE PROFESSOR,Ascending Investigators
391,2021,University of Copenhagen,5.000.000 DKK,Gatekeeping the electrical activity of the brain,Hanne Borger Rasmussen,ASSOCIATE PROFESSOR,Ascending Investigators
392,2021,Mental Health Services in the Capital Region of Denmark,4.995.562 DKK,Muscarinic M1 ligands as cocaine addiction treatment: elucidating unusual long-acting mechanisms,Morgan Thomsen,SENIOR RESEARCHER,Ascending Investigators
393,2021,University of Copenhagen,4.916.252 DKK,Impact of early life stress on neural circuits and maladaptive behaviors,Florence Kermen,ASSOCIATE PROFESSOR,Ascending Investigators
394,2021,Aarhus University,5.017.540 DKK,Towards Better Therapeutics for Depression with Cannabidiol (CBD) - cMOOD,Sâmia Joca,ASSOCIATE PROFESSOR,Ascending Investigators
395,2021,University of Copenhagen,4.889.266 DKK,Disruption of the neurobiological body-weight defense system in chronic childhood-onset obesity,Signe Sørensen Torekov,PROFESSOR MSO,Ascending Investigators
396,2021,Technical University of Denmark,,Quantitative biomarker detection on brain derived exosomes from liquid biopsy,Rodolphe Marie,ASSOCIATE PROFESSOR,Ascending Investigators
397,2021,Aarhus University,1.000.000 DKK,Hearts & Minds 2022,Sten Tiedemann,RECTOR,SEC - Science Education & Communication
398,2021,Middelfart Museum,2.500.000 DKK,Psykiatrisk museum på Middelfart Sindssygehospital: Mindwalk,Majken Nørup,MUSEUM DIRECTOR,SEC - Science Education & Communication
399,2021,Alzheimerforeningen,1.500.000 DKK,Projekt Hjernesund,Nis Peter Nissen,DIRECTOR,SEC - Science Education & Communication
400,2021,Lars Ostenfeld Film,178.000 DKK,KOBRADRENGEN,Lars Ostenfeld,CEO,SEC - Science Education & Communication
401,2021,Aarhus University,700.000 DKK,The brain in 10.000 years,Troels Staehelin Jensen,PROFESSOR,SEC - Science Education & Communication
402,2021,Bloom Festival,1.200.000 DKK,Bloom Festival,Svante Lindeburg,FESTIVAL DIRECTOR,SEC - Science Education & Communication
403,2021,Videnskab.dk,3.000.000 DKK,Forskerzonen,Vibeke Hjortlund,CHIEF EDITOR,SEC - Science Education & Communication
404,2021,Dagbladet Information,3.000.000 DKK,"Ph.d.-cup, Informations Medieskole og jubilæumsår",Maja Find,PROJECT DIRECTOR,SEC - Science Education & Communication
405,2021,Experimentarium,4.000.000 DKK,Skab Fremtidens Menneske,Kim Gladstone Herlev,MUSEUM DIRECTOR,SEC - Science Education & Communication
406,2021,Astra,7.000.000 DKK,Astra-aktiviteter 2022-24,Kim Gladstone Herlev,DIRECTOR,SEC - Science Education & Communication
407,2021,Science & Cocktails,700.000 DKK,Science & Cocktails: bringing neuroscience closer to the public,Jácome Armas,ASSISTANT PROFESSOR,SEC - Science Education & Communication
408,2021,Magnus Film ApS,100.000 DKK,DNA Detektiven,Linus Dahomé Mørk,PRODUCER,SEC - Science Education & Communication
409,2021,Astra,3.500.000 DKK,"ASTRA: Naturvidenskabsfestival, Unge forskere, Big Bang-conference og Sciencetalenter",Mikkel Bohm,DIRECTOR,SEC - Science Education & Communication
410,2021,Videnskab.dk,1.880.000 DKK,Podcasten Brainstorm,Vibeke Hjortlund,CHIEF EDITOR,SEC - Science Education & Communication
411,2021,Dagbladet Information,500.000 DKK,Moderne ideer 2021-22,Maja Find,PROJECT DIRECTOR,SEC - Science Education & Communication
412,2021,KFUM Soldaterrekreation,50.000 DKK,Veteranprojekt Grønland 4,Gerth Sloth Berthelsen,IT MANAGER,SEC - Science Education & Communication
413,2021,Rigshospitalet,65.500 DKK,The Lundbeck Rwanda-Denmark Neurosurgical Fellowship,Kåre Fugleholm,CHIEF PHYSICIAN,SEC - Science Education & Communication
414,2020,Baylor College of Medicine and Texas Children’s Hospital,165.934 DKK,Received The Brain Prize in 2020,Huda Zoghbi,PROFESSOR,
415,2020,University of Copenhagen,,DARE Fellowship: Sukker og døgnrytme og kroppens ’ur’,Rasmus Reeh,NA,
416,2020,University of Copenhagen,,"DARE Fellowship: På jagt efter et system, der kan sladre om sygdomsrisiko",Anna Sophie Lebech Kjær,NA,
417,2020,Aalborg University,,DARE Fellowship: Når strålebehandling ikke virker,Sofie Nyholm Henrichsen,NA,
418,2020,Aalborg University,,DARE Fellowship: Bedre styr på en lumsk betændelse,Rasmus Hagn-Meincke,NA,
419,2020,University of Copenhagen,,DARE Fellowship: Skal undersøge leversygdom hos børn,Cathrine Korsholm,NA,
420,2020,Amager & Hvidovre Hospital,1.808.100 DKK,Brain mapping of GABAergic inhibition,Leo Tomasevic,POSTDOC,Experiment
421,2020,Technical University of Denmark,1.919.998 DKK,Mid-infrared fiber-based photoacoustic imaging: listening to neurons,Yazhou Wang,POSTDOC,Experiment
422,2020,Technical University of Denmark,1.971.400 DKK,Targeting nature’s B-CSFB gatekeeper as an entry-point for delivery of drugs to the brain,Katrine Qvortrup,ASSISTANT PROFESSOR,Experiment
423,2020,Technical University of Denmark,2.000.000 DKK,A highly sensitive flow cytometer for biological nanoparticle analysis and diagnostics,Jens Bæk Simonsen,ASSOCIATE PROFESSOR,Experiment
424,2020,Technical University of Denmark,1.995.941 DKK,Ultra sensitive mid-infrared spectrometer for imaging wet bio samples,Christian Pedersen,PROFESSOR,Experiment
425,2020,University of Southern Denmark,1.911.800 DKK,Smart Nanocarrier - A Delivery platform for CRISPR based Gene Editing Tools,Stefan Vogel,ASSOCIATE PROFESSOR,Experiment
426,2020,University of Southern Denmark,1.977.000 DKK,Advancing Negative Ion Mode Proteomics,Frank Kjeldsen,PROFESSOR,Experiment
427,2020,University of Southern Denmark,1.999.800 DKK,Isolating amyloid peptide (Aß42) oligomers at a single-molecule level,Chenguang Lou,ASSOCIATE PROFESSOR,Experiment
428,2020,Aarhus University Hospital,1.951.000 DKK,Do excitability tests hold the key to the origin of amyotrophic lateral sclerosis?,Hatice Tankisi,DOCTOR,Experiment
429,2020,Aarhus University,1.999.371 DKK,A novel therapeutic platform to treat haploinsufficiency using small artificial RNAs,Søren Lykke-Andersen,SENIOR RESEARCHER,Experiment
430,2020,Aarhus University,1.999.980 DKK,Evolving new types of therapeutics-reshuffling old players in new ways,Julián Valero Moreno,ASSISTANT PROFESSOR,Experiment
431,2020,Aarhus University,2.000.000 DKK,LIMELIGHT: Imaging of endogenous mRNAs,Hanne Poulsen,POSTDOC,Experiment
432,2020,Aarhus University,1.998.986 DKK,Oxygen delivery to neural tissue without blood vessels,Christian Damsgaard,ASSISTANT PROFESSOR,Experiment
433,2020,Aarhus University,1.786.369 DKK,Crossing the blood-brain-barrier with self-navigating nanomotors,Brigitte Stadler,ASSOCIATE PROFESSOR,Experiment
434,2020,Aarhus University,1.998.294 DKK,Can a proton transfer mechanism explain serotonin transport by the serotonin transporter?,Birgit Schiøtt,PROFESSOR,Experiment
435,2020,Aarhus University,1.936.000 DKK,Druggable epigenome for mental disorders,Anna Starnawska,POSTDOC,Experiment
436,2020,Aarhus University,1.929.936 DKK,Putting the magnifying lens on in vivo RNA-protein interactions using laser-assisted UV-crosslinking,Andrii Bugai,POSTDOC,Experiment
437,2020,University of Copenhagen,1.984.047 DKK,Does Ribosome Tuning Shape the Brain?,Sophia Julia Häfner,ASSISTANT PROFESSOR,Experiment
438,2020,University of Copenhagen,2.000.000 DKK,The sleeping spine: Unveiling the neuronal activity inside the spinal cord during sleep,Rune Berg,ASSOCIATE PROFESSOR,Experiment
439,2020,University of Copenhagen,1.993.599 DKK,Identification and characterization of G-protein coupled receptors targeting the obesity gene ADCY3,Peter Aldiss,POSTDOC,Experiment
440,2020,University of Copenhagen,2.000.000 DKK,Vascularized Micro-fluidic Brain Assay for In Vitro Testing,Ninna Rossen,ASSISTANT PROFESSOR,Experiment
441,2020,University of Copenhagen,1.816.981 DKK,Deciphering protein aggregation and inhibition pathways by osmolytes via single molecule readout,Min Zhang,POSTDOC,Experiment
442,2020,University of Copenhagen,1.999.987 DKK,Treating ALS disease by rescuing interneuron-motor neuron synaptic connectivity,Ilary Allodi,ASSISTANT PROFESSOR,Experiment
443,2020,University of Copenhagen,1.973.409 DKK,Modulation of the calcium sensing receptor: a novel treatment paradigm for MB and NB?,Hans Bräuner-Osborne,PROFESSOR,Experiment
444,2020,Københavns Universitet,2.000.000 DKK,Elahu Sustarsic,Elahu Sustarsic,NA,Experiment
445,2020,University of Copenhagen,1.999.250 DKK,Using plants to unravel microtubule functions in neurobiology,Christopher Kesten,POSTDOC,Experiment
446,2020,University of Copenhagen,1.992.520 DKK,IRPD: A Novel in vivo Peptide Display Technology in Bacteria,Anna Ebbensgaard,POSTDOC,Experiment
447,2020,University of Copenhagen,1.990.389 DKK,A twisted recombinant peptide for bispecific inhibition in Alzheimer’s Disease,Andreas Sørensen,ASSOCIATE PROFESSOR,Experiment
448,2020,University of Copenhagen,1.890.000 DKK,Revealing the invisible - revolutionizing basic and applied research in neuroscience,Pontus Gourdon,ASSOCIATE PROFESSOR,Experiment
449,2020,(Glostrup Hospital),2.500.000 DKK,A 30 years old conundrum: Why is human embryonic development so extraordinarily wasteful?,David Møbjerg Kristensen,SENIOR RESEARCHER,Experiment
450,2020,Aarhus University,1.599.950 DKK,Population-based combinatorial pharmacogenetics to improve psychiatry drug effectiveness and safety,Carin Lunenburg,POSTDOC,Postdocs
451,2020,Aarhus University,2.465.400 DKK,Innate defense mechanisms for the control of viral infections in the CNS,Jesper Falkesgaard Højen,RESEARCHER,Postdocs
452,2020,University of Copenhagen,2.362.000 DKK,Novel molecular mechanisms in age-related muscle wasting,Lisbeth Liliendal Valbjørn Møller,PHD STUDENT,Postdocs
453,2020,Danish Cancer Society,2.062.500 DKK,The Impact of the HPV Vaccine on Preterm Birth in Denmark and Sweden,Elisabeth McClymont,PHD STUDENT,Postdocs
454,2020,Danish Cancer Society,2.004.000 DKK,The role of nuclear RNA exosome and its cofactors in neurodegenerative diseases and cancer.,Panagiotis Galanos,POSTDOC,Postdocs
455,2020,University of Copenhagen,2.343.442 DKK,Glyco-Sulfo Barcodes of Chemokine Recognition,Christoffer Goth,POSTDOC,Postdocs
456,2020,University of Copenhagen,2.325.000 DKK,Iodide as a potential therapeutic in atherosclerosis and cardiovascular disease,Luke Gamon,POSTDOC,Postdocs
457,2020,University of Copenhagen,2.400.000 DKK,Human CLC proteins: channels and transporters and their complex regulation,Viktoria Bågenholm,POSTDOC,Postdocs
458,2020,University of Copenhagen,2.346.466 DKK,Cardiolipin-Dependent Mitochondria-to-Nucleus Communication in Brown Adipose Tissue,Fabian Finger,POSTDOC,Postdocs
459,2020,University of Copenhagen,2.340.000 DKK,Unraveling clonal heterogeneity in Acute Myeloid Leukemia,Bauke de Boer,PHD STUDENT,Postdocs
460,2020,University of Copenhagen,2.348.371 DKK,Elucidating GPCR-G Protein Selectivity by Cryo-electron Microscopy,Eshan Ghosh,POSTDOC,Postdocs
461,2020,University of Copenhagen,2.351.046 DKK,Moving towards a clinical platform for assessing beta-amyloid brain clearance,Natalie Beschorner,PHD STUDENT,Postdocs
462,2020,Aarhus University,2.361.072 DKK,The regulatory role of nuclear RNA decay in neurodevelopment,Elena Burlacu,POSTDOC,Postdocs
